athlete_id,sex,height_cm,weight_kg,province,has_anthro,lifetime_pb,cutoff_16_group,cutoff_17_group,cutoff_18_group,cutoff_19_group,cutoff_20_group,cutoff_21_group,cutoff_22_group,cutoff_23_group,cutoff_24_group,cutoff_25_group,cutoff_26_group
34a81f77a4d2ca69,M,183.0,65.0,P15,True,10.77,excluded,A,A,B,B,B,B,B,B,B,B
38f33b82ac313e81,F,164.0,50.0,P25,True,12.22,excluded,excluded,A,A,A,A,A,A,B,B,B
3b797c203174f3aa,M,175.0,70.0,P10,True,11.77,excluded,excluded,A,B,B,B,B,B,B,B,B
5c5fa7b00ce09739,M,,,P20,False,11.56,A,A,B,B,B,B,B,B,B,B,B
e756c474f89912b2,M,176.0,54.0,P10,True,12.12,B,B,B,B,B,B,B,B,B,B,B
a11201851c5ecc61,M,,,,False,11.97,excluded,excluded,B,B,B,B,B,B,B,B,B
6ac212fe6bbd666f,M,,,,False,10.84,excluded,excluded,A,A,A,A,B,B,B,B,B
341cbfb1e2898763,M,176.0,60.0,P10,True,11.88,excluded,excluded,B,B,B,B,B,B,B,B,B
81107130c1f22166,M,172.0,63.0,,True,11.98,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
c3ead1782a5f5924,M,,,P07,False,11.64,B,B,B,B,B,B,B,B,B,B,B
ed8e55d1bce99984,M,,,P10,False,11.77,excluded,excluded,B,B,B,B,B,B,B,B,B
8553c18ac5424466,M,,,P01,False,11.88,A,B,B,B,B,B,B,B,B,B,B
8e8570e30f448e91,M,170.0,55.0,P27,True,12.6,B,B,B,B,B,B,B,B,B,B,B
8fece87c89b8d414,M,,,,False,11.54,excluded,excluded,A,B,B,B,B,B,B,B,B
3b4d914ba2f30c46,M,,,P10,False,11.43,excluded,excluded,A,B,B,B,B,B,B,B,B
390ca5ae00205062,F,170.0,51.0,P10,True,12.81,A,B,B,B,B,B,B,B,B,B,B
5c4cd52ac74e72b3,M,178.0,70.0,P10,True,11.61,excluded,excluded,A,B,B,B,B,B,B,B,B
b2e9f41fdf7ea6b0,M,,,P28,False,11.36,excluded,excluded,A,B,B,B,B,B,B,B,B
13526c950a67afe0,F,,,P04,False,13.46,excluded,excluded,A,B,B,B,B,B,B,B,B
592f505312c3e34d,M,,,P20,False,11.05,excluded,excluded,A,A,A,B,B,B,B,B,B
40536428304fa4e9,M,,,P10,False,11.94,excluded,excluded,excluded,B,B,B,B,B,B,B,B
1c823e0368156a81,M,,,P14,False,11.39,excluded,excluded,excluded,B,B,B,B,B,B,B,B
205d2c1e656fe002,M,166.0,60.0,P21,True,10.78,excluded,A,A,A,A,A,B,B,B,B,B
7a292f530f16f4ec,F,,,P15,False,12.17,excluded,excluded,excluded,excluded,excluded,A,A,B,B,B,B
51e8a122ebe8e5cf,F,,,,False,12.44,excluded,excluded,excluded,excluded,excluded,excluded,A,A,B,B,B
4efccdf689aacb19,M,,,P18,False,11.01,A,A,A,B,B,B,B,B,B,B,B
5dec65498b2d4c77,F,163.0,48.0,P09,True,11.79,excluded,excluded,excluded,excluded,A,A,A,A,B,B,B
a1a681795f71c128,M,,,,False,11.77,excluded,excluded,A,B,B,B,B,B,B,B,B
41f779b526f6e464,F,165.0,53.0,P25,True,12.59,A,A,A,B,B,B,B,B,B,B,B
d97467ed90f1acc9,M,,,P20,False,10.92,excluded,excluded,A,B,B,B,B,B,B,B,B
2906bd0ecf98f2f1,F,,,P17,False,12.4,excluded,excluded,A,B,B,B,B,B,B,B,B
531efae294bf200e,F,,,P04,False,13.23,A,A,B,B,B,B,B,B,B,B,B
484381585e09151f,M,,,P19,False,12.31,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
14cae2ed4d7a14e2,M,,,P14,False,10.94,excluded,excluded,A,B,B,B,B,B,B,B,B
afa257de342e9dd0,M,,,P17,False,11.9,excluded,excluded,A,B,B,B,B,B,B,B,B
3ae7598626dff270,M,,,P14,False,11.93,excluded,excluded,excluded,excluded,B,B,B,B,B,B,B
286cf2c5bc4035e2,F,166.0,57.0,P10,True,12.55,excluded,excluded,A,B,B,B,B,B,B,B,B
673e1e8aee984289,M,,,,False,11.66,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
55fb45300dac7f8c,F,,,P20,False,12.45,A,B,B,B,B,B,B,B,B,B,B
038925d375033ffe,M,,,P09,False,16.12,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
d8936e7ac21ef9c6,M,,,P17,False,10.85,excluded,excluded,A,A,B,B,B,B,B,B,B
6a120b183ecb7258,M,181.0,62.0,P14,True,11.38,A,B,B,B,B,B,B,B,B,B,B
32ee28bfd216726d,F,,,,False,13.15,excluded,excluded,A,B,B,B,B,B,B,B,B
bda73de2edade517,M,180.0,75.0,P10,True,11.29,excluded,excluded,excluded,B,B,B,B,B,B,B,B
a40b27488fef4724,F,160.0,54.0,P10,True,13.07,A,A,B,B,B,B,B,B,B,B,B
ca1ae28f994257de,F,,,P25,False,13.51,excluded,excluded,A,A,B,B,B,B,B,B,B
897002c68c3d2291,M,,,P12,False,12.12,excluded,excluded,A,B,B,B,B,B,B,B,B
50122f0c5a63944c,M,,,P17,False,11.74,excluded,excluded,excluded,excluded,A,A,B,B,B,B,B
0c59958e4215af58,M,,,P23,False,11.71,excluded,B,B,B,B,B,B,B,B,B,B
e7ecce029b54f803,F,158.0,47.0,P28,True,13.29,excluded,excluded,excluded,A,A,B,B,B,B,B,B
1720cbc3b3e32f80,M,,,P20,False,11.97,excluded,excluded,B,B,B,B,B,B,B,B,B
80f5048c9337620a,M,,,,False,11.53,excluded,excluded,A,B,B,B,B,B,B,B,B
f0530eaf42608e9f,M,,,P23,False,11.65,A,B,B,B,B,B,B,B,B,B,B
2a561256eddf98fa,M,,,,False,11.6,excluded,excluded,A,B,B,B,B,B,B,B,B
9f21342800c5dcc5,M,175.0,53.0,P20,True,11.5,excluded,excluded,A,B,B,B,B,B,B,B,B
def2e8dfb8c42b84,F,,,P21,False,12.71,A,B,B,B,B,B,B,B,B,B,B
332a8974bfc66bbf,F,,,,False,12.16,excluded,excluded,excluded,excluded,A,B,B,B,B,B,B
bd35fbed6b2a9629,M,175.0,60.0,,True,12.49,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
171689ea4ab34f8f,M,,,,False,11.6,excluded,excluded,excluded,B,B,B,B,B,B,B,B
3bea927667826b89,F,165.0,50.0,P28,True,12.53,excluded,excluded,excluded,excluded,A,B,B,B,B,B,B
824bde8938051f8e,F,166.0,53.0,P30,True,12.06,A,A,A,A,A,B,B,B,B,B,B
5c54ae6b734d41b1,F,,,P19,False,13.21,excluded,A,A,B,B,B,B,B,B,B,B
82b1583122d8d20f,M,,,P10,False,11.0,excluded,A,A,B,B,B,B,B,B,B,B
adf9ccb5d062adde,M,,,P07,False,11.74,excluded,B,B,B,B,B,B,B,B,B,B
49949fdd876d2e37,F,,,P12,False,12.17,A,A,B,B,B,B,B,B,B,B,B
179aeca2e3b7e078,M,,,P25,False,11.41,A,A,B,B,B,B,B,B,B,B,B
7b42183418eef26a,M,,,P20,False,11.18,excluded,excluded,excluded,excluded,A,B,B,B,B,B,B
ebc95582f8b25435,F,,,P14,False,12.57,excluded,A,A,B,B,B,B,B,B,B,B
7daf47919ca0770e,M,178.0,66.0,P03,True,12.19,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
2d05af3b9c75918e,M,,,P20,False,11.68,excluded,excluded,A,B,B,B,B,B,B,B,B
69ee115ff72ecad1,F,,,P14,False,12.36,excluded,excluded,A,B,B,B,B,B,B,B,B
dde7e139a0450255,M,173.0,60.0,P20,True,11.04,excluded,excluded,A,A,B,B,B,B,B,B,B
432cedd30bdeb29e,M,,,P12,False,11.5,excluded,A,A,B,B,B,B,B,B,B,B
567e3d34b7bdaa5c,F,,,P12,False,12.54,excluded,A,A,B,B,B,B,B,B,B,B
d0cd6a51852c1db6,M,178.0,69.0,P10,True,11.98,excluded,excluded,A,B,B,B,B,B,B,B,B
5971b9554e916302,M,,,,False,12.17,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
42d714714425a50a,F,,,,False,12.45,excluded,excluded,A,A,B,B,B,B,B,B,B
267a56357124aaef,M,172.0,65.0,,True,11.1,excluded,excluded,excluded,excluded,excluded,excluded,A,B,B,B,B
439fd946499b9e74,M,,,,False,12.06,A,B,B,B,B,B,B,B,B,B,B
f3e787d7874f0f61,M,,,P14,False,11.28,excluded,excluded,B,B,B,B,B,B,B,B,B
5d1018183d6c1ecb,M,,,P10,False,12.13,excluded,excluded,B,B,B,B,B,B,B,B,B
6bcbe0ea9bb4957f,F,,,P17,False,12.76,excluded,excluded,A,B,B,B,B,B,B,B,B
eacf14f14136f052,M,,,P14,False,11.88,excluded,excluded,B,B,B,B,B,B,B,B,B
aa0a286b51ddd6c5,F,,,P12,False,13.07,excluded,A,A,B,B,B,B,B,B,B,B
2fc046a06fd5309f,F,,,,False,12.88,excluded,excluded,A,B,B,B,B,B,B,B,B
c513941ed2f6c49a,M,,,P19,False,12.62,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
e3f1fea2e817201f,M,170.0,53.0,P20,True,12.75,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
e294bb451bb09307,M,,,,False,12.17,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
d66eb626ab6d01ea,M,,,,False,10.9,A,B,B,B,B,B,B,B,B,B,B
03ee08c34d41fb3e,F,168.0,52.0,P28,True,12.53,excluded,excluded,excluded,A,A,B,B,B,B,B,B
24957d4edf1c8112,F,170.0,55.0,P28,True,13.11,A,B,B,B,B,B,B,B,B,B,B
07e87fbb955d31c6,F,167.0,50.0,P23,True,12.13,excluded,excluded,A,A,A,B,B,B,B,B,B
4628b358dee192e0,F,,,P17,False,12.55,excluded,excluded,A,B,B,B,B,B,B,B,B
a77b28069d1aa3cf,F,,,P00,False,12.22,excluded,excluded,A,B,B,B,B,B,B,B,B
356ecc57d5fcba66,M,,,P20,False,11.66,excluded,excluded,B,B,B,B,B,B,B,B,B
2a4b29c0859d8b9c,F,,,P14,False,12.3,excluded,excluded,excluded,A,A,A,B,B,B,B,B
d3ab7e1ac2e4ee8d,M,,,,False,11.11,A,A,B,B,B,B,B,B,B,B,B
b16a024446498a9e,M,179.0,65.0,P17,True,10.83,excluded,A,A,B,B,B,B,B,B,B,B
a6aa10d1d728426c,F,,,,False,12.07,excluded,excluded,A,B,B,B,B,B,B,B,B
04b4e1009dd2d985,M,,,P09,False,11.73,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
c1d3396cfc5804b2,F,,,P30,False,13.19,A,A,B,B,B,B,B,B,B,B,B
807ab3f1a1f997b4,F,,,P15,False,12.48,A,B,B,B,B,B,B,B,B,B,B
5337985ff713b258,F,,,P07,False,13.42,A,B,B,B,B,B,B,B,B,B,B
a7c5c0e208958fd7,M,,,,False,11.72,excluded,excluded,A,B,B,B,B,B,B,B,B
b6e6fb67a3636d67,M,,,P17,False,11.28,excluded,excluded,B,B,B,B,B,B,B,B,B
f9c698c687c4f347,M,,,,False,11.06,excluded,excluded,A,B,B,B,B,B,B,B,B
3d1ebc1b9e88ad39,M,,,P13,False,10.4,excluded,A,A,B,B,B,B,B,B,B,B
81341f466282060d,M,,,P12,False,11.56,excluded,A,A,B,B,B,B,B,B,B,B
e6ad74eb257b5d21,M,,,,False,10.92,excluded,A,A,A,B,B,B,B,B,B,B
a8ce144c8c9fec77,M,173.0,63.0,P10,True,10.83,excluded,excluded,A,B,B,B,B,B,B,B,B
f197b68c481d1fb8,F,,,P23,False,11.78,excluded,A,A,A,B,B,B,B,B,B,B
7fa27ef3e33dd166,M,,,P28,False,12.56,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
2c223f134bb48e3e,M,,,P10,False,11.18,excluded,excluded,A,A,B,B,B,B,B,B,B
4c42963de2e0589e,F,,,P20,False,12.37,excluded,A,A,B,B,B,B,B,B,B,B
bb0a2b9b75b0c0fb,M,,,P10,False,13.83,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
7754f630746ee39a,M,176.0,70.0,P12,True,10.75,excluded,A,A,A,A,A,B,B,B,B,B
23a8b62adebc143b,M,,,P10,False,11.16,excluded,A,A,A,B,B,B,B,B,B,B
ec6424ad6c91bf80,F,,,P21,False,12.13,excluded,excluded,A,A,A,A,A,A,A,B,B
83234316004bb828,F,162.0,55.0,P12,True,12.87,excluded,excluded,A,B,B,B,B,B,B,B,B
51b524d433f6fcc8,F,,,,False,15.39,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
00365d1e072af8e6,M,178.0,66.0,P17,True,11.16,excluded,excluded,A,B,B,B,B,B,B,B,B
72e305be0d93f811,F,,,P10,False,12.87,excluded,A,A,A,A,B,B,B,B,B,B
7023fa5470fdc39e,M,,,P00,False,10.74,excluded,excluded,excluded,A,A,A,B,B,B,B,B
51032d2cc2e61c0b,M,,,P12,False,11.13,A,B,B,B,B,B,B,B,B,B,B
99d67eababea062e,F,170.0,62.0,P12,True,12.47,A,A,A,A,A,B,B,B,B,B,B
d7e97e4e99b53167,M,,,P10,False,11.76,excluded,excluded,A,B,B,B,B,B,B,B,B
f161984c09e08b13,F,,,P26,False,12.81,A,B,B,B,B,B,B,B,B,B,B
caa12f85de257f4e,M,,,P28,False,11.74,excluded,excluded,A,B,B,B,B,B,B,B,B
1265ccc9b22acf3a,M,,,P17,False,12.39,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
cc90c7fa5691ebce,F,,,P17,False,13.31,excluded,excluded,A,B,B,B,B,B,B,B,B
4df8b3a2a6fee511,M,,,P17,False,11.78,excluded,excluded,A,B,B,B,B,B,B,B,B
cab89d65419da8de,M,,,P14,False,11.7,excluded,excluded,A,B,B,B,B,B,B,B,B
9b5accd5f34298b0,M,,,,False,11.95,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
101fe44282d538e4,M,181.0,68.0,P21,True,11.81,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
9e5197ee7553b956,F,,,P03,False,12.41,A,B,B,B,B,B,B,B,B,B,B
48cc014f8788888c,M,,,P17,False,11.08,excluded,excluded,excluded,B,B,B,B,B,B,B,B
86a404a84dc6ac53,F,,,P26,False,12.02,excluded,excluded,excluded,A,A,B,B,B,B,B,B
658662d3c25f4bd1,M,,,P20,False,11.51,excluded,excluded,excluded,excluded,A,B,B,B,B,B,B
4e0b1a3b4f55ef83,M,,,P17,False,11.0,excluded,A,A,B,B,B,B,B,B,B,B
ac76639152ac0a7e,M,,,,False,11.92,excluded,excluded,B,B,B,B,B,B,B,B,B
93ba014082bc9bcd,M,,,P17,False,11.62,excluded,excluded,A,B,B,B,B,B,B,B,B
3cf4419c7c48e0b2,F,,,,False,12.84,A,B,B,B,B,B,B,B,B,B,B
12f09abdc8a4ab68,F,,,P30,False,12.02,A,A,B,B,B,B,B,B,B,B,B
3314c5f55975939a,M,,,P17,False,11.56,excluded,excluded,A,B,B,B,B,B,B,B,B
fb746d34e7997774,M,,,P14,False,10.78,excluded,excluded,A,B,B,B,B,B,B,B,B
df76d4e8eeba77b4,M,,,P19,False,11.37,A,A,B,B,B,B,B,B,B,B,B
ea064f357c8d258c,M,,,P08,False,10.86,A,B,B,B,B,B,B,B,B,B,B
6c16d4d1f81d372d,M,,,P14,False,11.36,excluded,excluded,excluded,excluded,A,B,B,B,B,B,B
a422f352408d08da,M,175.0,68.0,P10,True,12.18,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
38c4a9eb810b39e6,M,,,P25,False,11.51,excluded,excluded,A,B,B,B,B,B,B,B,B
7b4c1d5e1032a2c2,M,,,P10,False,11.84,excluded,excluded,excluded,B,B,B,B,B,B,B,B
8033fc781da06229,F,163.0,50.0,P12,True,12.12,excluded,excluded,excluded,A,A,A,B,B,B,B,B
4c3c42f728f998d6,M,,,P12,False,11.61,B,B,B,B,B,B,B,B,B,B,B
80e099250d3a3179,M,,,,False,11.66,excluded,excluded,B,B,B,B,B,B,B,B,B
366fbb37d0b6f31f,M,,,P09,False,11.95,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
30e556207ac2ca6a,M,,,P20,False,11.03,A,A,B,B,B,B,B,B,B,B,B
f3b6537b1eb63846,M,,,,False,11.22,excluded,excluded,A,B,B,B,B,B,B,B,B
d6e3b79a29e48466,F,,,P17,False,12.41,excluded,A,A,B,B,B,B,B,B,B,B
736683a8122876b1,F,,,P17,False,12.15,excluded,excluded,A,B,B,B,B,B,B,B,B
69e80227dd28837f,M,,,P20,False,10.98,A,B,B,B,B,B,B,B,B,B,B
0b120829247d63be,F,,,P17,False,11.95,excluded,excluded,excluded,excluded,A,A,A,A,A,B,B
0dfff091f1d2e129,M,172.0,75.0,P09,True,10.97,excluded,A,A,B,B,B,B,B,B,B,B
378c5aa45708afb0,F,167.0,56.0,P08,True,14.04,A,B,B,B,B,B,B,B,B,B,B
fbc5c75d23d4c277,M,,,P10,False,11.94,excluded,excluded,A,B,B,B,B,B,B,B,B
c2829162b574430a,M,175.0,55.0,P10,True,11.4,excluded,excluded,A,B,B,B,B,B,B,B,B
96276b37aee84004,M,,,P20,False,10.89,A,B,B,B,B,B,B,B,B,B,B
134bbb663b484986,F,,,P03,False,11.9,excluded,A,A,A,A,A,A,B,B,B,B
e4bb3080fddfc9b1,M,,,,False,12.09,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
f905d63be262d6ad,M,,,P17,False,11.13,excluded,excluded,excluded,B,B,B,B,B,B,B,B
16a6a0c9812d912f,M,,,P23,False,11.73,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
a5c0cda0a5b1ec83,M,,,P14,False,11.76,excluded,A,A,B,B,B,B,B,B,B,B
7e82e5d815379098,M,,,P09,False,11.58,excluded,excluded,A,B,B,B,B,B,B,B,B
d04768ec51b9196c,M,,,P20,False,10.06,excluded,excluded,excluded,excluded,excluded,excluded,A,A,A,A,B
eba34e8f5c5e16d5,M,178.0,65.0,P09,True,10.68,excluded,excluded,excluded,excluded,excluded,A,A,A,A,A,B
18655558763af50a,M,,,P28,False,11.33,excluded,A,A,A,B,B,B,B,B,B,B
3eb0afb37ce53c5d,M,176.0,70.0,P12,True,11.39,excluded,excluded,excluded,excluded,excluded,excluded,A,A,A,B,B
8d3a37e3a1049457,M,,,P17,False,12.39,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
0cfd53417b9cdbb2,F,,,,False,12.25,excluded,A,A,B,B,B,B,B,B,B,B
a95bd04bc493a025,M,175.0,65.0,P20,True,11.26,excluded,excluded,A,B,B,B,B,B,B,B,B
cd8efe7396ec7fce,F,,,P28,False,12.13,A,B,B,B,B,B,B,B,B,B,B
525a1d85ca5f42ee,F,,,P18,False,12.13,A,B,B,B,B,B,B,B,B,B,B
58b4aecd761307f8,M,,,P28,False,11.47,excluded,excluded,A,B,B,B,B,B,B,B,B
785eca42399e26b4,M,,,P14,False,11.49,excluded,excluded,A,B,B,B,B,B,B,B,B
a449073a04e51f63,M,,,,False,11.55,excluded,excluded,A,B,B,B,B,B,B,B,B
c152328765734f5e,M,,,P10,False,12.37,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
9472687160f15d1a,M,,,P10,False,12.12,excluded,excluded,A,B,B,B,B,B,B,B,B
5aea4e72989a9bee,M,,,P28,False,12.82,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
49c7a6469db9ce50,F,,,P17,False,11.1,A,B,B,B,B,B,B,B,B,B,B
20f4694e766d25df,F,,,,False,12.83,excluded,excluded,A,B,B,B,B,B,B,B,B
c7b9654985091c6f,F,,,P30,False,12.89,A,B,B,B,B,B,B,B,B,B,B
18e78a10b9030d73,F,168.0,52.0,P04,True,12.76,excluded,A,A,B,B,B,B,B,B,B,B
d5ff85b13149a041,M,,,P18,False,11.59,excluded,excluded,B,B,B,B,B,B,B,B,B
fc34521be5ee90ae,F,,,P20,False,12.91,excluded,A,A,B,B,B,B,B,B,B,B
d1b274b008a5529d,M,,,,False,12.33,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
bfa9544fd6efb83b,M,171.0,58.0,P20,True,11.45,excluded,B,B,B,B,B,B,B,B,B,B
edc2486c2f2496bf,F,,,P26,False,12.24,excluded,excluded,excluded,excluded,A,B,B,B,B,B,B
29a8313d7c176696,F,168.0,52.0,P15,True,12.52,excluded,A,A,A,B,B,B,B,B,B,B
8d95e6641c191be3,M,,,P25,False,12.02,A,A,B,B,B,B,B,B,B,B,B
e595c413a6060ced,F,,,P20,False,12.59,excluded,A,A,B,B,B,B,B,B,B,B
a3904f97bff40aaf,F,,,P28,False,13.55,A,B,B,B,B,B,B,B,B,B,B
159ed3f81b0f9405,M,,,P13,False,10.76,excluded,excluded,A,A,B,B,B,B,B,B,B
6c236591b1860d4d,M,,,P20,False,11.89,excluded,excluded,A,B,B,B,B,B,B,B,B
4b1b57f3a767d4e7,M,175.0,66.0,P23,True,10.89,excluded,excluded,excluded,excluded,A,B,B,B,B,B,B
a5711e43ae7c52a9,F,,,P09,False,11.97,excluded,A,A,A,A,A,A,B,B,B,B
2bf3e0863b982d72,F,170.0,51.0,P21,True,13.24,excluded,A,A,B,B,B,B,B,B,B,B
a7861072254b2f98,M,,,P10,False,11.74,A,B,B,B,B,B,B,B,B,B,B
0831754dfe2fd8e1,M,,,P20,False,11.45,A,B,B,B,B,B,B,B,B,B,B
791fd95af6aad1e3,M,,,P15,False,11.62,excluded,excluded,A,B,B,B,B,B,B,B,B
c6f2e67b4d720a78,M,,,,False,11.48,excluded,excluded,A,B,B,B,B,B,B,B,B
e951231e3ab78cea,F,,,,False,12.9,excluded,excluded,A,B,B,B,B,B,B,B,B
849a97d2f391f350,F,163.0,55.0,P20,True,12.67,excluded,excluded,A,B,B,B,B,B,B,B,B
9d8b537bc2a0ebb1,M,,,P25,False,10.58,excluded,excluded,A,A,B,B,B,B,B,B,B
a644946c3ab9eaf5,M,,,P14,False,12.54,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
c876bf3532d7fab2,F,,,,False,12.77,A,A,A,B,B,B,B,B,B,B,B
4ad5b0ce00be1b69,M,173.0,65.0,P14,True,11.85,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
49970f54379bbfc8,F,165.0,56.0,P18,True,12.43,excluded,excluded,A,A,B,B,B,B,B,B,B
3ae7c129d3a33c1b,F,,,P24,False,12.67,A,A,B,B,B,B,B,B,B,B,B
ae08f442422cfb32,M,,,P10,False,11.09,excluded,A,A,B,B,B,B,B,B,B,B
fdf9becb48d7e313,M,,,P14,False,11.71,A,B,B,B,B,B,B,B,B,B,B
e6acb841ee9a40ac,M,,,P12,False,11.13,excluded,excluded,excluded,excluded,excluded,A,A,B,B,B,B
ed7d8dc5dbdda809,F,165.0,55.0,P23,True,11.91,excluded,excluded,excluded,excluded,excluded,A,A,A,B,B,B
9f0d2c0ca2363009,M,181.0,65.0,P14,True,10.93,excluded,excluded,A,A,A,B,B,B,B,B,B
af1ae5783c754976,F,165.0,57.0,P16,True,12.46,excluded,A,A,A,A,B,B,B,B,B,B
7a1ca99b88cdde55,F,,,P18,False,13.13,A,B,B,B,B,B,B,B,B,B,B
0f720320757dee89,F,164.0,43.0,P30,True,12.23,excluded,A,A,A,B,B,B,B,B,B,B
87f21df1a84bf435,F,164.0,46.0,P14,True,12.57,excluded,excluded,A,B,B,B,B,B,B,B,B
9d13cee45e7881b5,F,,,P20,False,11.55,A,B,B,B,B,B,B,B,B,B,B
bf6713c419254eb2,M,181.0,70.0,P16,True,10.72,excluded,excluded,excluded,excluded,A,A,A,A,A,A,A
949bd871cab882a9,M,180.0,61.0,P20,True,10.86,A,A,B,B,B,B,B,B,B,B,B
e31607f6cc76c99e,M,,,P20,False,11.62,excluded,A,A,B,B,B,B,B,B,B,B
d83687aac1a002dd,M,175.0,65.0,P30,True,10.86,excluded,A,A,A,B,B,B,B,B,B,B
284cc15a6485b47a,M,,,P14,False,12.52,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
d7cc8eda8fec783f,F,165.0,50.0,P20,True,12.31,A,B,B,B,B,B,B,B,B,B,B
c2a0168fe306441e,F,,,P17,False,12.23,A,B,B,B,B,B,B,B,B,B,B
fbee6eff004a8b9e,M,,,,False,11.29,excluded,excluded,B,B,B,B,B,B,B,B,B
92aaba9eb45354e9,F,158.0,48.0,P09,True,12.59,excluded,excluded,A,B,B,B,B,B,B,B,B
1897eb0715a99a22,M,,,,False,12.26,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded,excluded
25df92626683d3c8,F,,,P20,False,12.42,excluded,excluded,excluded,A,A,A,B,B,B,B,B
ad679b2c541fad6c,F,,,P08,False,13.33,excluded,excluded,A,B,B,B,B,B,B,B,B
ae77a55e1c99d4b7,F,,,P12,False,12.33,excluded,A,A,B,B,B,B,B,B,B,B
f071966ea3fa4258,F,162.0,45.0,P23,True,12.86,A,A,A,B,B,B,B,B,B,B,B
c5e1c7529f6fa795,M,,,P30,False,10.63,A,B,B,B,B,B,B,B,B,B,B
d4f7adae6ad0aacb,M,,,P06,False,10.89,excluded,A,A,A,B,B,B,B,B,B,B
8f4099161f0e6b31,F,,,P17,False,12.6,excluded,A,A,B,B,B,B,B,B,B,B
c1c0b2df15b54a02,M,,,P28,False,11.7,A,A,B,B,B,B,B,B,B,B,B
902a9107fca7e553,F,170.0,50.0,P25,True,13.24,A,A,B,B,B,B,B,B,B,B,B
7176bd5e2c098ca7,F,,,P25,False,14.03,A,B,B,B,B,B,B,B,B,B,B
56a918b44d2cd076,F,,,P25,False,14.42,A,A,B,B,B,B,B,B,B,B,B
2c58ac478c8cfcb3,M,,,P17,False,11.29,excluded,excluded,excluded,B,B,B,B,B,B,B,B
4e4b2069895e5002,M,,,P20,False,11.02,A,A,B,B,B,B,B,B,B,B,B
5a4e2cad32eba824,F,,,P24,False,12.66,excluded,A,A,B,B,B,B,B,B,B,B
5da6b686777827d6,F,,,P27,False,12.43,A,B,B,B,B,B,B,B,B,B,B
69893ca5074f2b15,M,,,P12,False,11.69,excluded,excluded,A,B,B,B,B,B,B,B,B
6abb9b86ed5bae1b,F,,,P17,False,12.72,A,A,A,B,B,B,B,B,B,B,B
a162798057d0692f,M,,,P09,False,11.53,excluded,excluded,A,B,B,B,B,B,B,B,B
92a843c37c6c512c,F,,,P28,False,12.57,excluded,excluded,A,B,B,B,B,B,B,B,B
d6c129eee4bac4a7,F,,,P08,False,12.95,A,A,B,B,B,B,B,B,B,B,B
88ce340633886c7a,M,,,P10,False,11.38,excluded,excluded,B,B,B,B,B,B,B,B,B
db842ae06b369387,F,180.0,60.0,P18,True,12.3,excluded,A,A,B,B,B,B,B,B,B,B
542655136cd4f5ca,F,,,P17,False,12.41,excluded,A,A,B,B,B,B,B,B,B,B
b0ea169a7562e42e,F,,,P14,False,11.82,A,B,B,B,B,B,B,B,B,B,B
