cutoff_age,sex,variant,model,cv_strategy,R2_mean,R2_ci_lo,R2_ci_hi,R2_std,RMSE_mean,RMSE_ci_lo,RMSE_ci_hi,RMSE_std,MAE_mean,MAE_ci_lo,MAE_ci_hi,MAE_std,n_samples,n_folds,n_repeats
24,Female,traj_wind,GradientBoosting,random,0.9989252040604173,0.9977476288716227,0.9996301182429258,0.0005192595968358187,0.022006585902849977,0.013180614426544909,0.032900102092591595,0.005380935505229276,0.008298141921944736,0.007148112316866293,0.009557280721064638,0.0006058784196861733,3535,5.0,500.0
26,Male,trajectory_only,Ridge,random,0.9999158802135022,0.9997433184280671,0.9999979306026568,7.504119406046269e-05,0.0033738164761877264,0.0005932254770766529,0.006617185680690266,0.001747647783067547,0.00038744190284428195,0.00035562439041014017,0.00042086975988665434,1.6732999323291843e-05,27288,5.0,500.0
26,Male,trajectory_only,RandomForest,random,0.9970461627707277,0.995690263520112,0.9979677760736315,0.000600089474540011,0.022400779570741877,0.0185938250938816,0.027471851366846226,0.0023059604714216956,0.008429032954500846,0.007899998723725436,0.009003873023661837,0.0002926429776659362,27288,5.0,500.0
26,Male,trajectory_only,GradientBoosting,random,0.999753215710074,0.9995278624232418,0.9998703308398388,9.699425492014216e-05,0.006400312263019395,0.004681197526318832,0.009107566012730568,0.0011887101459461685,0.003068793964813421,0.002930929677412853,0.0032160113247218748,7.279433332619599e-05,27288,5.0,500.0
26,Male,traj_wind,Ridge,random,0.999915153965438,0.9997441486495147,0.99999697905499,7.480347603073836e-05,0.0034067788827815,0.0007182944528626274,0.006608939007489931,0.0017190899522736601,0.00047546099755203867,0.00042553744323331396,0.0005259841555152701,2.4883445933769713e-05,27288,5.0,500.0
26,Male,traj_wind,RandomForest,random,0.9979972016265434,0.9969945469211604,0.9985874304415268,0.00041076106920841644,0.01844479190922935,0.015517561792968263,0.02289749139115012,0.0018917329316786656,0.008861258682137751,0.008452492081842164,0.009316171061014686,0.0002246092169587708,27288,5.0,500.0
26,Male,traj_wind,GradientBoosting,random,0.9997558431856273,0.9995397276520605,0.9998671976298119,9.529261990594723e-05,0.006367484072777425,0.004757955991521732,0.00885676796323445,0.0011720329720451511,0.003095494093120257,0.0029532394217990188,0.0032483456700746318,7.417002774730905e-05,27288,5.0,500.0
26,Female,trajectory_only,Ridge,random,0.9998438156838066,0.9993759315087772,0.9999885139197426,0.00018672456702962975,0.00713270404631707,0.0023577797280330127,0.017140953917720376,0.004879841477149935,0.0019009568352057582,0.0016342857719995948,0.0023201220610682086,0.00018063998841833778,3548,5.0,500.0
26,Female,trajectory_only,RandomForest,random,0.9947448129987537,0.9916764325890083,0.9968748613564948,0.0013565882963212268,0.0497942269306931,0.038537304324391904,0.06448666452481543,0.006659788491721702,0.025782061715103437,0.02285053094784619,0.029369321685457424,0.0016204390061714733,3548,5.0,500.0
26,Female,trajectory_only,GradientBoosting,random,0.9995672479505251,0.9990367717104269,0.9998537005565274,0.0002284943506211857,0.013935600239498934,0.00835304574186144,0.02179851453711765,0.0037370509570130413,0.00630767339326396,0.005624956525926501,0.0071781480836410625,0.0003999850545101609,3548,5.0,500.0
26,Female,traj_wind,Ridge,random,0.9998247460365157,0.9993586444448058,0.9999725698086759,0.00018637741069475882,0.007988497450581349,0.0036555940605100226,0.01741807810656954,0.004470039098413152,0.002902256572448495,0.0025281926315659925,0.0034083583128929435,0.00022846965051277437,3548,5.0,500.0
26,Female,traj_wind,RandomForest,random,0.9962156858915434,0.994120080413849,0.9976211906523557,0.0009008911325522329,0.04229807588331192,0.03351791832422271,0.05403963352584533,0.005159645903962337,0.02424343133926392,0.02184810616746608,0.027064155765306505,0.0013230138680553286,3548,5.0,500.0
26,Female,traj_wind,GradientBoosting,random,0.9995612579795558,0.9990457866203324,0.9998443780882157,0.00022294531580089967,0.014066585541389549,0.008577697957715508,0.021692696353402922,0.0036171091813618278,0.0064306237021028384,0.005732360009345661,0.007269545460700695,0.00039884518236961663,3548,5.0,500.0
