cutoff_age,sex,variant,model,cv_strategy,R2_mean,R2_ci_lo,R2_ci_hi,R2_std,RMSE_mean,RMSE_ci_lo,RMSE_ci_hi,RMSE_std,MAE_mean,MAE_ci_lo,MAE_ci_hi,MAE_std,n_samples,n_folds,n_repeats
22,Female,traj_wind,Ridge,random,0.9977881406823778,0.9951559628082374,0.9994003102576533,0.0011128701781448578,0.03106225140415973,0.016746798245064407,0.047332414109582256,0.008110689532300056,0.009572358714491018,0.008289472334171002,0.011142930211388754,0.000732982041166273,3462,5.0,500.0
22,Female,traj_wind,RandomForest,random,0.9940811601757552,0.9910682299477681,0.9964240277571063,0.0013911211392861856,0.05216637167551837,0.04048599581889743,0.06497273077592,0.006355960115666032,0.027504165408023834,0.024486702993730323,0.030748652642337997,0.0015647760842309175,3462,5.0,500.0
22,Female,traj_wind,GradientBoosting,random,0.9972919889913683,0.9947439206663802,0.9989062250605907,0.001069646970603837,0.03483515443564759,0.022644119594641063,0.049248828042756376,0.007000224203938772,0.012099241456297096,0.010283000256070861,0.013978806134951175,0.0009432081485958212,3462,5.0,500.0
24,Male,trajectory_only,Ridge,random,0.9994804153283563,0.9988455646271618,0.9998387192333344,0.0002649759119662649,0.009107705968081836,0.005245903616367241,0.014013738141144615,0.0023564380875510673,0.0013506650924197238,0.0012546857831186795,0.001459240300564624,5.198491874940167e-05,27208,5.0,500.0
24,Male,trajectory_only,RandomForest,random,0.9966232340608098,0.995110646847858,0.9977035063609427,0.0006586791330832067,0.023875782050289167,0.01967039135912294,0.029006516452617936,0.0023794562699403264,0.008758976539635992,0.008195158892699266,0.009360212734586969,0.0003057921412318882,27208,5.0,500.0
24,Male,trajectory_only,GradientBoosting,random,0.999290338290691,0.9986813032513765,0.9996504643534,0.0002606022110212335,0.010816775486204154,0.007669383183955677,0.014938216725938524,0.001979678569964705,0.0036561949572495194,0.0034401431213285606,0.003894118861891688,0.00011515327045392573,27208,5.0,500.0
24,Male,traj_wind,Ridge,random,0.9994795458419212,0.9988452159043798,0.999837711570153,0.0002649825764844357,0.009116584338529405,0.0052744430729412565,0.014016370676208784,0.0023535348447233876,0.0014103345397054206,0.001314804800807235,0.001522198680749467,5.356752857496497e-05,27208,5.0,500.0
24,Male,traj_wind,RandomForest,random,0.9975630738023347,0.9964536923274526,0.9983217642907972,0.0004927763790087655,0.02027544734849381,0.016787968808605978,0.024737584872797657,0.002073362910616601,0.009168801697480737,0.008709736641761341,0.009668641596169621,0.0002461403901723204,27208,5.0,500.0
24,Male,traj_wind,GradientBoosting,random,0.9993035339990158,0.9987093354884226,0.9996556075323433,0.00025944450251533143,0.010710937621144967,0.0076272057020549625,0.01485162529091999,0.001986390889739221,0.003669521890920656,0.0034621086812696997,0.0039042589668150276,0.00011394431277131649,27208,5.0,500.0
24,Female,trajectory_only,Ridge,random,0.9992021512839947,0.9978033901013567,0.9999367741907186,0.0005905392597140908,0.01805229797565887,0.0054548755744157585,0.0322440229857715,0.007393630203963998,0.004543761347620373,0.003962564623454147,0.0053279019699376505,0.00035387049904693897,3535,5.0,500.0
24,Female,trajectory_only,RandomForest,random,0.9942599098731097,0.9911925021439357,0.9965650116349987,0.001421728289676639,0.051966806081424156,0.03997547120722663,0.06564322822298924,0.00675222214467314,0.02652788553243194,0.02347906140594764,0.02996049449398955,0.0016429945960400778,3535,5.0,500.0
24,Female,trajectory_only,GradientBoosting,random,0.9989553824963631,0.9977991755813482,0.9996489600908579,0.0005143695192846911,0.021672207172040346,0.012770850507824252,0.03263946527702025,0.005407657090178776,0.008144696974504565,0.0070029005896453,0.009384611190852264,0.0006064148507044324,3535,5.0,500.0
24,Female,traj_wind,Ridge,random,0.9991795262738433,0.9977957490409141,0.9999036016253277,0.0005864098410539718,0.018442885439094055,0.00671540220516529,0.0322386309147596,0.007153399790883257,0.0053792859942227685,0.00473843403891322,0.0061564528006387695,0.0003720468479150152,3535,5.0,500.0
24,Female,traj_wind,RandomForest,random,0.9956483328355386,0.9933431091556115,0.9973207424299786,0.0010540695512420298,0.045253173507105136,0.035375661052660975,0.056829354144697065,0.005632834399856334,0.025034488430585953,0.02248919365017344,0.027871088773404107,0.001394487566248137,3535,5.0,500.0
