cutoff_age,sex,variant,model,cv_strategy,n_samples,n_features,n_repeats,R2_mean,R2_ci_lo,R2_ci_hi,R2_std,RMSE_mean,MAE_mean,tag,n_groups
19,Male,full_no_anthro,GradientBoosting,random,1300,47,100.0,0.7764802706023534,0.6835076320233648,0.8305159684771026,0.0366498208969092,0.19440558744349185,0.14546279462627767,supplementary,
19,Female,trajectory_only,Ridge,random,352,26,100.0,0.3502525441476921,-3.1268734345510385,0.7826412355831986,1.6811262868344543,0.3383244406602687,0.22407417980401248,supplementary,
19,Female,trajectory_only,RandomForest,random,352,26,100.0,0.7133076303882384,0.5734217086466772,0.8361316345010996,0.06918602980909272,0.2658333975736319,0.18008589050511412,supplementary,
19,Female,trajectory_only,GradientBoosting,random,352,26,100.0,0.7185760661955262,0.5568926343960237,0.8389532216062497,0.07256016688524293,0.26159451875380113,0.17199291746441037,supplementary,
19,Female,traj_wind,Ridge,random,352,40,100.0,0.23634235710693588,-5.987297924258023,0.7697910965946766,2.3138292826294427,0.3515618717251534,0.23042578033417146,supplementary,
19,Female,traj_wind,RandomForest,random,352,40,100.0,0.7211277669474864,0.5768220026726403,0.8365900374322218,0.06942334513187162,0.2618094939543919,0.17779083060492148,supplementary,
19,Female,traj_wind,GradientBoosting,random,352,40,100.0,0.7176580022552393,0.5455888356563505,0.8453310256659303,0.07308856565184636,0.26217068591730497,0.17375013219972402,supplementary,
19,Female,full_no_anthro,Ridge,random,352,47,100.0,0.2915576293464936,-4.786621604704103,0.7759667598155161,2.149612869648566,0.3406202155827731,0.2279568470956991,supplementary,
19,Female,full_no_anthro,RandomForest,random,352,47,100.0,0.7251400900312721,0.5881392921286033,0.8420522917508142,0.06883569366174912,0.26009673436817216,0.17760907825061542,supplementary,
19,Female,full_no_anthro,GradientBoosting,random,352,47,100.0,0.7162652439570177,0.5397786242669378,0.8415629745685702,0.07663651967282104,0.26264092698363706,0.17307827357393393,supplementary,
20,Male,trajectory_only,Ridge,random,670,26,100.0,0.700694035069914,0.5422948562334536,0.8037095939634304,0.06750507114044677,0.17770653591635738,0.13507509443479104,supplementary,
20,Male,trajectory_only,RandomForest,random,670,26,100.0,0.6843340955776642,0.5560515362573911,0.7796883946047093,0.06001109518869233,0.18384597572681224,0.1353301005164306,supplementary,
20,Male,trajectory_only,GradientBoosting,random,670,26,100.0,0.684652013990677,0.558901769640869,0.7814300656592565,0.060255657620054706,0.18365145433645183,0.13411187635175967,supplementary,
20,Male,traj_wind,Ridge,random,670,40,100.0,0.70480663153582,0.5536415665417961,0.8098924479329132,0.065369251281931,0.1765043649194736,0.13454154236830784,supplementary,
20,Male,traj_wind,RandomForest,random,670,40,100.0,0.6908612184786007,0.5685559247391365,0.7831730188761364,0.0576101063478352,0.18187224219309203,0.13416191121738263,supplementary,
20,Male,traj_wind,GradientBoosting,random,670,40,100.0,0.6864485383395331,0.572937975685887,0.7810151443123476,0.057420723715896176,0.18309477962305448,0.13427898490388268,supplementary,
20,Male,full_no_anthro,Ridge,random,670,47,100.0,0.7105778403599204,0.5510870657813848,0.8078554679085652,0.06534720429563301,0.17476046162810657,0.13389562124511348,supplementary,
20,Male,full_no_anthro,RandomForest,random,670,47,100.0,0.7032013562802875,0.5890383467530761,0.790953745817197,0.05491579038532135,0.17825319344455234,0.13198695449950198,supplementary,
20,Male,full_no_anthro,GradientBoosting,random,670,47,100.0,0.7149515822105457,0.6185497449102282,0.7946591494510187,0.04952287701834529,0.17452369922202193,0.12941196051023499,supplementary,
20,Female,trajectory_only,Ridge,random,250,26,100.0,0.5310315520024033,0.22913683385343192,0.8117570939096161,1.2622256328512071,0.3115540155858331,0.22055395692487315,supplementary,
20,Female,trajectory_only,RandomForest,random,250,26,100.0,0.6947883842646126,0.527913287514927,0.8383695701139956,0.09428765693348824,0.2797951471042558,0.1858378075956488,supplementary,
20,Female,trajectory_only,GradientBoosting,random,250,26,100.0,0.6604450418979738,0.3810370404153144,0.822186006358668,0.1198294392070827,0.29297781455977995,0.18890445840085493,supplementary,
20,Female,traj_wind,Ridge,random,250,40,100.0,0.5324501756107686,0.16815480264018204,0.8080117658174095,1.085760173845726,0.31468511722708264,0.2234272542464505,supplementary,
20,Female,traj_wind,RandomForest,random,250,40,100.0,0.708189477806393,0.5331651257786857,0.8518282082908644,0.09649463470116701,0.2729995003063225,0.17986315209344947,supplementary,
20,Female,traj_wind,GradientBoosting,random,250,40,100.0,0.7007804771977478,0.4391055404979031,0.8508460477863914,0.1110132139527307,0.27420483396556206,0.18217766393957083,supplementary,
20,Female,full_no_anthro,Ridge,random,250,47,100.0,0.5422494572433065,0.19816884821353745,0.8060817482549324,1.0226595062136787,0.31324244024546694,0.22469441142357363,supplementary,
